5159,5200,5169,30
5160,5359,243,5116
5161,5354,247,5107
5162,5338,244,5094
5163,5311,248,5062
5164,5312,236,5076
5165,0,0,0
5166,5358,251,5107
5167,0,0,0
5168,0,0,0
5169,116,115,1
5170,5035,5007,28
5171,5009,236,4772
5172,5037,222,4814
5173,5030,225,4805
5174,5041,238,4802
5175,5010,229,4781
5176,5033,229,4803
5177,5022,228,4794
5178,3293,3287,6
5179,3298,3293,5
5180,3308,3303,5
5181,3306,3301,5
5182,3293,3287,5
5183,3279,3274,4
5184,3304,3299,4
5185,3265,3259,5
5186,3272,3266,5
5187,4975,232,4743
5188,5007,271,4735
5189,3416,651,2764
5190,3460,664,2795
5191,3415,664,2750
5192,3115,3,0
5193,0,0,0
5194,0,0,0
5195,0,0,0
5196,3065,1,0
5197,1,1,0
5198,3239,1077,2161
5199,2502,837,1664
5200,3250,1094,2155
5201,11,9,2
5202,11,9,2
5203,13,11,2
5204,12,10,2
5205,12,10,1
5206,1933,766,1167
5207,4529,2066,2463
5208,33,30,2
5209,30,28,2
5210,34,31,2
5211,5707,216,5490
5212,4812,127,4685
5213,44,10,33
5214,10,4,6
5215,10,4,6
5216,9102,1165,7936
5217,4087,456,3630
5218,0,0,0
5219,4062,458,3604
5220,4074,458,3616
5221,4075,458,3616
5222,0,0,0
5223,0,10,0
5224,0,9,0
5225,0,0,0
5226,0,0,0
5227,0,0,0
5228,0,0,0
5229,0,10,0
5230,0,0,0
5231,0,0,0
5232,0,0,0
5233,0,0,0
5234,0,0,0
5235,0,0,0
5236,0,0,0
5237,0,0,0
5238,0,0,0
5239,0,0,0
5240,0,0,0
5241,0,9,0
5242,0,0,0
5243,0,0,0
5244,0,0,0
5245,0,0,0
5246,0,0,0
5247,0,0,0
5248,0,0,0
5268,0,0,0
5269,0,0,0
5270,0,0,0
5271,0,0,0
5272,0,0,0
5273,0,0,0
5274,0,0,0
5275,0,0,0
5276,0,0,0
5277,0,0,0
5278,0,0,0
5279,0,0,0
5280,0,0,0
5281,0,0,0
5282,0,0,0
5283,0,0,0
5284,0,0,0
5285,0,0,0
5286,0,0,0
5287,0,0,0
5288,0,0,0
5289,0,0,0
5290,0,0,0
5291,0,0,0
5292,0,0,0
5293,0,0,0
5294,0,0,0
5295,0,0,0
5296,0,0,0
5297,0,0,0
5298,0,0,0
5299,0,0,0
5300,0,0,0
5301,0,0,0
5302,0,0,0
5303,0,0,0
5302,0,0,0
5303,0,0,0
5307,0,0,0
5308,0,0,0
5309,0,0,0
5310,0,0,0
5311,0,0,0
5312,0,0,0
5313,59912,52147,7770
5314,586771,291128,297355
5315,1008796,514880,497042
5316,1002659,572444,432997
5317,954110,566720,389733
5318,0,0,0
5319,936390,561138,377578
5320,0,0,0
5321,0,0,0
5322,958053,567529,392891
5323,960008,568387,393967
5324,961868,568850,395389
5325,963427,569110,396692
5326,968217,570830,399779
5327,0,0,0
5328,975605,569891,408231
5329,971253,570702,402959
5330,968749,569091,402054
5331,984768,577163,410061
5332,973436,570477,405373
5333,977616,571001,409068
5334,977659,570832,409287
5335,977355,570693,409099
5336,977625,570723,409360
5337,978307,571314,409443
5338,977664,570131,409988
5339,978732,570598,410590
5340,982041,570829,413665
5341,982886,569806,415579
5342,978894,568181,413177
5343,987010,570798,418731
5344,988641,570341,420839
5345,985483,569747,418243
5346,988218,570177,420582
5347,705052,486568,219593
5348,499749,410062,90063
5349,203015,188184,14853
5350,49443,45422,4022
5351,2097952,716852,1392034
5352,984919,563590,423860
5353,0,0,0
5354,0,0,0
5356,0,0,0
5357,0,0,0
5358,0,0,0
5359,884325,573413,312744
5360,930254,597674,334555
5361,932075,597299,336760
5362,937587,598340,341265
5363,941433,599600,343869
5364,943713,599946,345825
5365,945478,599985,347561
5366,928043,588420,341649
5367,950189,600870,351425
5368,952537,600517,354143
5369,954788,600762,356159
5370,958864,601332,359696
5371,962511,601543,363154
5372,967029,601887,367345
5373,970744,602178,370784
5374,972505,601977,372749
5375,977435,602449,377254
5376,0,0,0
5377,270084,38476,231640
5378,280759,49122,231769
5379,277159,69443,207844
5380,26903,283,26620
5381,126235,1260,124981
5382,114635,1218,113471
5383,106835,1193,105735
5384,143503,1556,142070
5385,163711,1866,161988
5386,131594,1412,130292
5387,365038,4305,361198
5388,365479,4323,361633
5389,373295,99367,275452
5390,373380,99435,275477
5391,239534,72285,168038
5392,166978,1544,165447
5393,324866,2882,322013
5394,325411,2897,322544
5395,324725,2890,321865
5396,0,0,0
5397,0,0,0
5398,0,0,0
5399,0,0,0
5400,0,0,0
5401,0,0,0
5402,0,0,0
5403,0,0,0
5404,0,0,0
5405,42,42,0
5406,862350,602895,261221
5407,965899,660105,307805
5408,965856,660446,307411
5409,967853,661090,308774
5410,970922,662360,310594
5411,970650,661818,310899
5412,970896,661706,311241
5413,973530,662700,312911
5414,973342,662401,313033
5415,974615,662679,314034
5416,976613,663139,315589
5417,977027,662869,316251
5418,977034,663093,316038
5419,978306,663480,316914
5420,945713,645057,302685
5421,1007485,673745,336019
5422,1003516,670416,335381
5423,1010553,675016,337822
5424,1012194,674976,339513
5425,1014518,675667,341155
5426,1016322,675190,343443
5427,1019648,676011,345978
5428,1015412,673746,343986
5429,995090,672850,324404
5430,995949,672754,325362
5431,997530,673426,326286
5432,997117,673034,326274
5433,982387,666634,317825
5434,981784,665738,318145
5435,981974,665663,318448
5436,982968,666147,318938
5437,981552,665546,318130
5438,979950,665036,317046
5439,979807,664955,316996
5440,978897,664724,316291
5441,977601,664467,315230
5442,974192,662295,313988
5443,0,0,0
5444,973398,662849,312619
5445,975238,663514,313816
5446,974813,663486,313410
5447,971597,661394,312251
5448,973781,662747,313082
5449,972164,662205,312001
5450,967000,658370,310655
5451,972341,663279,311074
5452,973282,663438,311867
5453,969129,661492,309660
5454,970271,662007,310314
5455,970208,661769,310488
5456,969906,661996,309938
5457,970573,662406,310182
5458,967732,661338,308395
5459,966025,660755,307268
5460,962217,658818,305367
5461,961149,658001,305112
5462,963254,659344,305888
5463,0,0,0
5464,957527,656873,302569
5465,951469,652688,300702
5466,951317,652996,300243
5467,950566,653021,299450
5468,949116,653069,297962
5469,948614,652821,297725
5470,946437,652267,296087
5471,940920,649029,293790
5472,946991,652469,296442
5473,945717,652147,295487
5474,946306,653015,295133
5475,944519,651490,294945
5476,944153,651879,294193
5477,943525,651878,293565
5478,943119,651356,293682
5479,10531,9945,586
5480,935189,650335,286689
5481,680306,474922,206705
5482,947257,652948,296264
5483,659339,555304,104614
5484,658728,554761,104541
5485,658541,554480,104629
5486,658058,553858,104773
5487,659053,554232,105390
5488,657947,553011,105508
5489,659160,554028,105709
5490,619542,520850,99232
5491,654470,550377,104653
5492,658889,553527,105930
5493,658080,552773,105882
5494,0,0,0
5495,657853,552531,105895
5496,656539,551456,105653
5497,652495,548956,104079
5498,649704,546766,103479
5499,0,0,0
5500,648351,545839,103066
5501,647927,545580,102898
5502,647402,545573,102376
5503,646949,545365,102132
5504,646543,545015,102080
5505,646194,544508,102236
5506,0,0,0
5507,635613,541069,95036
5508,633302,538742,95084
5509,634363,540027,94845
5510,634427,540064,94871
5511,632470,537736,95241
5512,634419,539720,95210
5513,634338,539741,95101
5514,640144,544948,95706
5515,633498,538872,95129
5516,632355,538010,94847
5517,632707,538245,94968
5518,633420,538688,95236
5519,632603,538224,94882
5520,632082,537784,94798
5521,0,0,0
5522,0,0,4
5523,0,0,0
5524,0,0,0
5537,0,0,0
5538,0,0,8
5539,0,0,9
5540,0,0,3
5541,0,0,0
5542,0,0,0
5543,0,0,0
5544,0,0,0
5545,0,0,0
5546,0,0,0
5547,0,0,0
5548,0,0,6
5549,0,0,8
5550,0,0,7
5551,0,0,0
5552,0,0,0
5553,0,0,0
5554,0,0,0
5555,0,0,0
5556,555709,465058,91080
5566,570721,476575,94646
5567,625469,518380,107645
5568,628055,519052,109578
5569,628986,519001,110562
5570,665165,559105,106639
5571,664468,558178,106884
5572,665869,558913,107555
5573,666157,558951,107805
5574,105243,99558,5690
5575,105082,99382,5704
5576,0,0,0
5577,105795,100048,5752
5578,105974,100213,5765
5579,332372,308868,23575
5580,331822,308392,23493
5581,332730,309218,23577
5582,332104,308624,23546
5583,0,0,6
5584,328435,305227,23273
5585,333402,309720,23747
5586,334339,310618,23786
5587,0,0,0
5588,226855,213048,13832
5589,334247,310551,23755
5590,332761,309145,23680
5591,0,0,0
5592,333956,310231,23790
5593,388621,357969,30751
5594,388650,357917,30833
5595,388512,357776,30836
5596,387170,356520,30749
5597,0,0,0
5598,389178,358406,30871
5599,388764,357989,30876
5600,389240,358366,30974
5601,390234,353136,37222
5602,389794,352677,37241
5603,383564,347075,36613
5604,389688,352603,37207
5605,389798,352708,37213
5606,389493,352359,37257
5607,389507,352279,37351
5608,389247,351829,37543
5609,389101,351825,37400
5610,389006,351823,37308
5611,388432,351342,37213
5612,0,0,0
5613,388340,351208,37256
5614,388126,350939,37305
5615,441599,402091,39656
5616,387939,350706,37354
5617,388491,351313,37301
5618,388697,351527,37294
5619,388185,351026,37283
5620,388268,351013,37378
5621,388057,350962,37215
5622,387116,349852,37387
5623,387137,349954,37305
5624,385894,348853,37162
5625,386401,349260,37265
5626,385063,348137,37046
5627,384303,347464,36959
5628,386015,349038,37097
5629,385469,348588,37002
5630,0,0,0
5631,385686,348771,37041
5632,385407,348419,37111
5633,381817,345150,36787
5634,382463,345704,36881
5635,384093,347261,36959
5636,383620,346782,36960
5637,383521,346533,37111
5638,384222,347250,37094
5639,385100,348182,37039
5640,386100,349007,37217
5641,394684,355731,39087
5642,394454,355384,39203
5643,394995,355782,39348
5644,395188,356093,39229
5645,396661,357374,39423
5646,396240,356797,39580
5647,396522,357078,39581
5648,0,0,0
5649,395568,356251,39453
5650,395801,356558,39376
5651,0,0,0
5652,394248,355107,39273
5653,394062,355022,39172
5654,0,0,0
5655,393549,354474,39209
5656,458151,404731,53633
5657,458671,405285,53600
5658,459225,405886,53553
5659,459327,405971,53569
5660,542525,459891,83001
5661,542842,460198,83029
5662,498326,432099,66513
5663,498623,432297,66609
5664,498619,432451,66455
5665,500372,432100,68591
5666,498026,431830,66481
5667,390896,352005,39022
5668,390654,351834,38953
5669,0,0,0
5670,389539,350708,38963
5671,389919,350974,39077
5672,390295,351292,39136
5673,390178,350825,39486
5674,391050,351636,39548
5675,0,0,0
5676,390165,356817,33455
5677,390990,357584,33520
5678,391729,358241,33601
5679,391088,357704,33498
5680,391310,357991,33431
5681,448345,405366,43145
5682,448685,405703,43152
5683,447729,404801,43104
5684,448601,405568,43201
5685,448612,405572,43209
5686,448885,405666,43390
5687,449243,405972,43441
5688,449279,406083,43365
5689,449228,406091,43307
5690,449242,406027,43384
5691,448864,405624,43410
5692,448467,405273,43361
5693,448167,405094,43238
5694,448179,405079,43267
5695,0,0,0
5696,448076,404867,43375
5697,448061,404830,43393
5698,447936,404639,43464
5699,446829,403441,43555
5700,445983,402633,43517
5701,443430,400210,43389
5702,446119,402749,43530
5703,445853,402523,43497
5704,445939,402720,43384
5705,462714,415527,47380
5706,526649,464233,62704
5707,452379,400506,52109
5708,524488,462120,62656
5709,520042,459732,60584
5710,519433,459266,60441
5711,519500,459432,60342
5712,519507,459489,60291
5713,519818,459691,60399
5714,519470,459475,60271
5715,519477,459277,60475
5716,519667,459534,60408
5717,519874,459667,60480
5718,520028,459631,60670
5719,519656,458942,60989
5720,119017,1087,117933
5721,119147,1137,118013
5722,32313,347,31967
5723,32174,350,31825
5724,28976,323,28653
5725,17636,225,17411
5726,7661,117,7544
5727,4794,94,4700
5728,3414,117,3296
5729,2665,138,2526
5730,32895,374,32521
5731,0,0,0
5732,0,0,0
5733,0,0,0
5734,0,0,0
5735,0,0,0
5736,32808,392,32416
5737,31198,388,30810
5738,27381,347,27034
5739,22356,277,22078
5740,22703,312,22390
5741,8050,140,7909
5742,3887,120,3767
5743,49713,415,49298
5744,49633,405,49229
5745,44993,377,44617
5746,27788,261,27527
5747,11039,137,10902
5748,6828,113,6714
5749,4872,160,4711
5750,0,0,0
5751,4864,164,4700
5752,3813,199,3614
5753,3674,202,3472
5754,50391,411,49981
5755,50510,403,50109
5756,49719,413,49307
5757,47384,416,46969
5758,42588,389,42199
5759,23260,234,23026
5760,7959,108,7850
5761,3846,100,3746
5762,2328,200,2128
5745,0,0,0
5746,27788,261,27527
5763,111713,763,110952
5764,111953,757,111199
5765,0,0,0
5766,0,0,7
5767,0,0,6
5768,0,0,10
5769,0,0,8
5770,0,0,9
5771,0,0,8
5772,0,0,0
5773,0,0,0
5774,0,0,0
5775,0,0,0
5776,0,0,0
5777,0,0,0
5778,0,0,0
5779,0,0,0
5780,0,0,0
5781,0,0,0
5782,0,0,0
5783,0,0,0
5784,0,0,0
5785,0,0,0
5786,0,0,0
5787,0,0,0
5788,0,0,0
5789,0,0,0
5790,0,0,0
5791,0,0,0
5792,0,0,0
5793,0,0,0
5794,0,0,0
5795,0,0,0
5796,0,0,0
5797,0,0,0
5798,0,0,0
5799,0,0,0
5800,0,0,0
5801,0,0,0
5802,0,0,0
5803,0,0,0
5804,0,0,5
5805,0,0,6
5806,0,0,6
5807,1438,74,1365
5808,3369,174,3194
5809,623,110,512
5810,3665,574,3090
5811,3392,519,2872
5812,1413,302,1110
5813,2013,405,1608
5814,3422,683,2738
5815,1039,112,926
5816,1436,85,1350
5817,6174,136,6037
5818,3611,66,3545
5819,349,66,283
5820,544,348,195
5821,3505,2250,1254
5822,4363,84,4279
5823,3113,1174,1938
5824,0,0,0
5825,1117,231,886
5826,1230,450,780
5827,3034,1421,1612
5828,3053,1430,1623
5829,7505,759,6745
5830,8530,851,7679
5831,8535,847,7688
5832,3,3,0
5833,0,0,0
5834,3,3,0
5835,3,3,0
5836,8589,903,7686
5837,8653,913,7740
5838,8646,922,7724
5839,9427,2154,7272
5840,9550,2165,7384
5841,10,8,1
5842,9,7,1
5843,4242,1225,3017
5844,2984,2341,643
5845,31,12,18
5846,40,15,24
5847,42,15,26
5848,2084,649,1434
5849,2897,2244,653
5850,3263,2504,758
5851,3276,2516,759
5852,0,0,0
5853,1,1,0
5854,8484,854,7630
5855,8067,829,7238
5856,3,3,0
5857,10046,2311,7735
5858,10157,2320,7836
5859,8,7,1
5860,8,7,1
5861,1017,958,59
5862,3210,3083,126
5863,1466,1072,393
5864,8407,6803,1603
5865,68,58,9
5866,62,54,8
5867,2820,58,8
5868,41603,438,48
5869,38028,368,39
5870,0,0,0
5871,0,0,0
5872,23619,23533,86
5873,0,0,0
5874,0,0,0
5875,0,0,0
5876,389370,357814,31656
5877,387113,355625,31590
5878,391322,359651,31772
5879,392964,361121,31947
5880,393838,361863,32078
5881,393866,361767,32203
5882,394228,361942,32391
5883,394451,362214,32343
5884,394925,362778,32253
5885,394655,362389,32372
5886,0,0,0
5887,396100,363474,32733
5888,396410,363763,32754
5889,0,0,0
5890,397310,364322,33097
5891,397743,364736,33112
5892,397599,364826,32880
5893,397797,364997,32908
5894,397713,364762,33059
5895,397894,364203,33798
5896,397980,364443,33646
5897,398260,364469,33904
5898,0,0,0
5899,398274,365372,33012
5900,398327,365271,33167
5901,0,0,0
5902,397658,364502,33264
5903,398415,365285,33241
5904,398445,365747,32807
5905,398496,365338,33268
5906,396786,364093,32803
5907,0,0,0
5908,397125,364562,32674
5909,397408,364739,32777
5910,454858,412264,42758
5911,454987,412524,42628
5912,454756,412195,42725
5913,454626,411843,42946
5914,454667,411772,43059
5915,454299,411330,43133
5916,454278,411398,43042
5917,454214,410914,43464
5918,0,0,0
5919,453873,410571,43466
5920,0,0,0
5921,0,0,0
5922,0,0,0
5923,452831,409722,43272
5924,452845,409349,43662
5925,452261,408892,43534
5926,0,0,0
5927,511470,455511,56185
5928,510838,454843,56237
5929,510800,455459,55583
5930,510403,455157,55486
5931,510221,454895,55565
5932,510131,454797,55575
5933,509848,454861,55224
5934,509364,454719,54881
5935,508555,454106,54686
5936,508910,453965,55182
5937,508778,453527,55491
5938,507878,453170,54942
5939,508480,453636,55082
5940,507983,452376,55845
5941,507842,452094,55988
5942,507985,452291,55933
5943,506968,451329,55875
5944,508381,452489,56128
5945,507598,451795,56039
5946,507640,451684,56194
5947,507244,451286,56195
5948,507220,451162,56296
5949,507614,451505,56346
5950,0,0,0
5951,506094,450429,55901
5952,507510,451646,56101
5953,506868,451247,55855
5954,507187,451544,55878
5955,506479,450875,55838
5956,506951,451342,55845
5957,506660,451318,55579
5958,506650,451372,55513
5959,506626,451078,55784
5960,506427,450715,55948
5961,506575,450621,56190
5962,506111,450213,56132
5963,506121,450783,55573
5964,0,0,0
5965,505837,450306,55766
5966,505258,449828,55663
5967,0,0,0
5968,0,0,0
5969,505513,450183,55564
5970,0,0,0
5971,0,0,0
5972,0,0,0
5973,0,0,0
5974,0,0,0
5975,0,0,0
5976,0,0,0
5977,0,0,0
5978,0,0,0
5979,0,0,0
5980,0,0,0
5981,0,0,0
5982,0,0,0
5983,0,0,0
5984,0,0,0
5985,0,0,0
5986,0,0,0
5987,0,0,0
5988,0,0,0
5989,0,0,0
5990,0,0,0
5991,0,0,0
5992,0,0,0
5993,0,0,0
5994,0,0,0
5995,0,0,0
5996,0,0,0
5997,0,0,0
5998,0,0,0
5999,0,0,0
6000,0,0,0
6001,0,0,6
6002,0,0,6
6003,0,0,6
6004,0,0,0
6005,0,0,0
6006,0,0,7
6007,0,0,8
6008,0,0,7
6009,0,0,0
6010,0,0,0
6011,376208,344844,31463
6012,387346,355024,32422
6013,0,0,0
6014,0,0,6
6015,401852,368487,33474
6016,0,0,0
6017,400867,367398,33578
6018,409539,375175,34479
6019,411469,376942,34642
6020,412287,377204,35201
6021,413095,377464,35750
6022,413541,377809,35851
6023,414381,378672,35827
6024,415160,378565,36716
6025,415159,378432,36848
6026,0,0,0
6027,0,59,0
6028,223255,205200,18104
6029,390607,357712,32996
6030,391014,358093,33022
6031,0,0,0
6032,391840,358669,33274
6033,391304,358132,33277
6034,391846,358621,33328
6035,0,0,0
6036,0,0,0
6037,458131,413811,44482
6038,457662,413450,44374
6039,522507,464260,58491
6040,521778,463545,58482
6041,520839,462722,58365
6042,521574,463405,58418
6043,520340,462356,58231
6044,521232,463140,58340
6045,517388,459869,57763
6046,520864,462738,58374
6047,522557,464088,58719
6048,517836,460437,57643
6049,520682,462427,58501
6050,521189,462800,58636
6051,0,0,0
6052,521542,463041,58749
6053,521943,463395,58798
6054,521876,463602,58518
6055,521411,463102,58554
6056,399148,364698,34558
6057,399085,364675,34518
6058,399505,365047,34566
6059,0,0,0
6060,456398,411831,44730
6061,456756,412048,44872
6062,517756,460042,57957
6063,518122,460440,57924
6064,515011,457812,57440
6065,517262,459830,57671
6066,517482,460073,57649
6067,598137,514210,84333
6068,597847,513863,84390
6069,597462,513498,84375
6070,597673,513726,84360
6071,597875,513707,84583
6072,597731,513595,84549
6073,596030,512169,84270
6074,596844,512793,84460
6075,596384,512367,84430
6076,595963,512106,84266
6077,595819,511981,84244
6078,596177,512258,84325
6079,595871,511911,84366
6080,595692,511717,84381
6081,594963,511280,84088
6082,594695,510898,84198
6083,594957,510796,84563
6084,661051,544484,117172
6085,659094,543723,115965
6086,661605,545047,117158
6087,655328,541515,114397
6088,660593,544296,116893
6089,658789,542976,116415
6090,654077,540149,114518
6091,661280,545105,116772
6092,0,0,0
6093,0,0,0
6097,638521,533117,105932
6098,663264,546342,117507
6099,659981,543493,117104
6100,649933,538277,112225
6101,655870,541205,115253
6102,0,0,0
6103,660852,542711,118747
6104,658234,540871,117969
6105,0,0,0
6106,663959,545383,119197
6107,0,0,0
6108,665557,546647,119532
6109,665091,546146,119561
6110,665546,546421,119741
6111,0,0,0
6112,665458,546104,119971
6113,665870,546384,120102
6114,0,0,0
6115,0,0,0
6116,663770,545759,118625
6117,0,0,0
6118,664122,546483,118246
6119,661938,544720,117823
6120,664406,546466,118552
6121,664338,546110,118844
6122,663861,545783,118696
6123,664650,546492,118773
6124,662443,544764,118298
6125,661746,544865,117497
6126,662927,545507,118036
6127,0,0,0
6128,663519,545463,118672
6129,664072,545488,119201
6130,664682,545721,119582
6131,0,0,0
6132,664467,545279,119807
6133,664171,545033,119754
6134,0,0,0
6135,0,0,0
6136,0,0,0
6137,664320,546465,118468
6138,663151,546139,117626
6139,663698,546519,117787
6140,0,0,0
6141,665491,548058,118056
6142,662703,546045,117258
6143,662894,546338,117165
6144,662162,545773,117000
6145,662268,545809,117077
6146,662274,545711,117171
6147,661764,545188,117187
6148,662395,545499,117512
6149,659676,543254,117039
6150,661865,544832,117652
6151,659930,543042,117505
6152,661605,544509,117713
6153,662563,545041,118137
6154,662530,544755,118387
6155,662339,544703,118251
6156,662347,544514,118448
6157,662381,544100,118902
6158,662247,543722,119143
6159,662258,543612,119265
6160,662336,543611,119339
6161,661843,543200,119259
6162,662264,543592,119285
6163,663097,544095,119617
6164,663860,545017,119462
6165,0,0,0
6166,657901,542891,115610
6167,664981,547254,118343
6168,0,0,0
6169,664772,546993,118399
6170,663675,545987,118305
6171,663367,545598,118393
6172,662764,544986,118408
6173,662085,544157,118554
6174,661989,544079,118535
6175,661844,543790,118678
6176,661680,543519,118785
6177,661793,543654,118766
6178,662509,544213,118921
6179,661755,543702,118678
6180,661239,543366,118492
6181,479914,395481,84826
6182,75439,57833,17615
6183,250650,203074,47766
6184,660965,542800,118789
6185,658596,542270,116936
6186,658337,541653,117295
6187,662904,544578,118944
6188,661922,543995,118544
6189,0,0,0
6190,0,0,0
6191,0,0,6
6192,0,0,4
6193,0,0,0
6194,0,0,6
6195,0,0,7
6196,0,0,8
6197,0,0,0
6198,0,0,0
6199,0,0,0
6200,0,0,7
6201,558537,458113,100921
6202,528955,449943,79387
6203,0,0,0
6204,383354,350816,32638
6205,520388,460958,59682
6206,522405,458128,64551
6207,525108,463401,61974
6208,589555,508262,81695
6209,590318,509075,81638
6210,591630,511930,80092
6211,592669,512541,80525
6212,420234,359585,60932
6213,632290,527212,105609
6214,673448,544991,129137
6215,674889,546462,129110
6216,676056,537571,139196
6217,677501,541981,136230
6218,677891,545554,133041
6219,678080,545953,132832
6220,679217,544639,135287
6221,680178,540676,140225
6222,0,0,0
6223,681560,544475,137803
6224,681068,548113,133653
6225,681856,540335,142249
6226,0,0,0
6227,0,0,0
6228,681771,547237,135249
6229,682406,548806,134306
6230,0,0,0
6231,683435,547993,136156
6232,683618,544166,140180
6233,0,0,0
6234,0,0,0
6235,683507,535352,148907
6236,0,0,0
6237,684484,536198,149041
6238,0,0,0
6239,649453,538692,111352
6240,645400,535587,110393
6241,651009,540246,111358
6242,650719,539722,111596
6243,650783,539614,111767
6244,650304,539133,111768
6245,649226,538199,111622
6246,649240,538098,111738
6247,727045,569894,158046
6248,727662,570284,158274
6249,727142,569762,158270
6250,728425,570511,158803
6251,727889,570237,158538
6252,0,0,0
6253,727824,569981,158735
6254,727842,569796,158931
6255,727621,569652,158860
6256,0,0,0
6257,0,0,0
6258,0,0,0
6259,726020,569979,156930
6260,0,0,0
6261,0,0,0
6262,718088,564932,154033
6263,726397,571649,155635
6264,727716,572561,156042
6265,727093,572408,155572
6266,726803,572277,155412
6267,726059,571966,154974
6268,726400,572234,155047
6269,725976,571906,154950
6270,725814,571799,154901
6271,725408,570043,156315
6272,724190,570269,154808
6273,725404,570828,155468
6274,0,0,0
6275,723968,569879,154974
6276,723597,569452,155028
6277,723867,569462,155281
6278,723605,569287,155199
6279,722207,568438,154651
6280,722738,568848,154762
6281,723457,569301,155022
6282,723163,569152,154877
6283,723522,569318,155069
6284,723281,569137,155009
6285,722647,568707,154799
6286,722312,568383,154792
6287,721820,568113,154573
6288,722275,568295,154845
6289,722182,568329,154714
6290,721561,568215,154204
6291,721579,568028,154422
6292,0,0,0
6293,721255,568469,153652
6294,0,0,0
6295,0,0,0
6296,0,0,0
6297,716277,565663,151485
6298,715414,565233,151033
6299,714897,565077,150673
6300,714930,565123,150662
6301,714088,564510,150425
6302,714531,564672,150711
6303,714333,564591,150593
6304,713598,563918,150538
6305,713680,563784,150747
6306,713820,563781,150889
6307,713907,564020,150730
6308,0,0,0
6309,713804,563684,150962
6310,713358,563535,150668
6311,713873,563570,151152
6312,712810,562659,151003
6313,714602,563687,151764
6314,714108,563590,151365
6315,713374,563198,151031
6316,715607,564732,151728
6317,715473,564327,152006
6318,0,0,0
6319,719904,568990,151771
6320,0,0,0
6321,719260,569383,150736
6322,0,0,0
6323,718893,570005,149737
6324,717686,569276,149261
6325,0,0,0
6326,718034,569398,149491
