7	0	0	1	2	19.6068	-1
7	0	1	1	2	17.2645	-1
7	0	2	1	2	15.7397	-1
7	0	3	1	2	13.8821	-1
7	0	4	1	2	13.8562	-1
7	0	5	1	2	13.4955	-1
7	0	6	1	2	13.4354	-1
7	0	7	1	2	12.9635	-1
7	0	8	1	2	13.3183	-1
7	0	9	1	2	12.8292	-1
7	0	10	1	2	13.3571	-1
7	0	11	1	2	13.3318	-1
7	0	12	1	2	13.368	-1
7	0	13	1	2	13.0939	-1
7	0	14	1	2	13.3636	-1
7	0	15	1	2	13.4001	-1
7	0	16	1	2	13.8226	-1
7	0	17	1	2	13.7414	-1
7	0	18	1	2	14.3608	-1
7	0	19	1	2	14.4783	-1
7	0	20	1	2	15.0683	-1
7	0	21	1	2	15.4603	-1
7	0	22	1	2	17.4174	-1
7	0	23	1	2	19.4732	-1
