7	0	0	1	2	19.4711	-1
7	0	1	1	2	17.1079	-1
7	0	2	1	2	15.6055	-1
7	0	3	1	2	13.6879	-1
7	0	4	1	2	13.5381	-1
7	0	5	1	2	13.4	-1
7	0	6	1	2	13.528	-1
7	0	7	1	2	13.0749	-1
7	0	8	1	2	13.1993	-1
7	0	9	1	2	12.7072	-1
7	0	10	1	2	13.2111	-1
7	0	11	1	2	13.1397	-1
7	0	12	1	2	13.2052	-1
7	0	13	1	2	12.9029	-1
7	0	14	1	2	13.2004	-1
7	0	15	1	2	13.1999	-1
7	0	16	1	2	13.6441	-1
7	0	17	1	2	13.5129	-1
7	0	18	1	2	14.1833	-1
7	0	19	1	2	14.2868	-1
7	0	20	1	2	14.8967	-1
7	0	21	1	2	15.253	-1
7	0	22	1	2	17.2326	-1
7	0	23	1	2	19.2875	-1
