#SDC2-X1
7	1	0.833	-945.532
7	2	0.833	-953.972
7	3	0.833	-954.916
7	4	0.833	-953.94
7	5	0.833	-953.22
7	6	0.833	-957.185
7	7	0.833	-953.64
7	8	0.833	-955.805
7	9	0.833	-954.838
7	10	0.833	-956.342
7	11	0.833	-955.95
7	12	0.833	-956.241
7	13	0.833	-955.333
7	14	0.833	-958.495
7	15	0.833	-955.225
7	16	0.833	-953.512
7	17	0.833	-955.193
7	18	0.833	-956.058
7	19	0.833	-953.781
7	20	0.833	-958.625
7	21	0.833	-954.645
7	22	0.833	-954.911
7	23	0.833	-955.605
7	24	0.833	-955.888
7	25	0.833	-958.998
7	26	0.833	-956.969
7	27	0.833	-956.442
7	28	0.833	-957.463
7	29	0.833	-954.357
7	30	0.833	-955.664
7	31	0.833	-955.789
7	32	0.833	-954.359
7	33	0.833	-954.516
7	34	0.833	-955.109
7	35	0.833	-956.223
7	36	0.833	-955.221
7	37	0.833	-955.135
7	38	0.833	-955.732
7	39	0.833	-956.094
7	40	0.833	-954.488
7	41	0.833	-954.233
7	42	0.833	-953.672
7	43	0.833	-953.787
7	44	0.833	-952.617
7	45	0.833	-955.358
7	46	0.833	-954.55
7	47	0.833	-952.715
7	48	0.833	-954.446
7	49	0.833	-954.774
7	50	0.833	-955.84
7	51	0.833	-954.487
7	52	0.833	-954.167
7	53	0.833	-953.293
7	54	0.833	-954.652
7	55	0.833	-953.458
7	56	0.833	-956.482
7	57	0.833	-953.594
7	58	0.833	-954.77
7	59	0.833	-954.213
7	60	0.833	-955.73
7	61	0.833	-953.065
7	62	0.833	-954.37
7	63	0.833	-954.573
7	64	0.833	-954.297
7	65	0.833	-954.01
7	66	0.833	-955.466
7	67	0.833	-954.566
7	68	0.833	-953.342
7	69	0.833	-953.418
7	70	0.833	-946.196
#SDC2-X2
8	1	0.833	-954.689
8	2	0.833	-957.435
8	3	0.833	-958.424
8	4	0.833	-958.464
8	5	0.833	-961.141
8	6	0.833	-960.407
8	7	0.833	-960.006
8	8	0.833	-961.157
8	9	0.833	-957.44
8	10	0.833	-958.221
8	11	0.833	-958.172
8	12	0.833	-955.974
8	13	0.833	-959.946
8	14	0.833	-960.512
8	15	0.833	-956.805
8	16	0.833	-955.152
8	17	0.833	-958.396
8	18	0.833	-958.536
8	19	0.833	-956.633
8	20	0.833	-957.188
8	21	0.833	-958.796
8	22	0.833	-958.558
8	23	0.833	-959.657
8	24	0.833	-957.403
8	25	0.833	-958.952
8	26	0.833	-957.813
8	27	0.833	-958.865
8	28	0.833	-956.477
8	29	0.833	-957.158
8	30	0.833	-959.999
8	31	0.833	-958.319
8	32	0.833	-958.863
8	33	0.833	-956.296
8	34	0.833	-956.534
8	35	0.833	-956.78
8	36	0.833	-957.214
8	37	0.833	-957.611
8	38	0.833	-957.887
8	39	0.833	-956.126
8	40	0.833	-956.204
8	41	0.833	-955.642
8	42	0.833	-956.148
8	43	0.833	-955.829
8	44	0.833	-954.848
8	45	0.833	-957.411
8	46	0.833	-957.414
8	47	0.833	-956.321
8	48	0.833	-954.994
8	49	0.833	-957.989
8	50	0.833	-957.594
8	51	0.833	-957.661
8	52	0.833	-957.251
8	53	0.833	-958.777
8	54	0.833	-958.227
8	55	0.833	-957.751
8	56	0.833	-958.451
8	57	0.833	-956.69
8	58	0.833	-956.666
8	59	0.833	-956.871
8	60	0.833	-956.43
8	61	0.833	-956.772
8	62	0.833	-957.939
8	63	0.833	-956.893
8	64	0.833	-957.714
8	65	0.833	-957.137
8	66	0.833	-957.602
8	67	0.833	-956.905
8	68	0.833	-957.51
8	69	0.833	-955.476
8	70	0.833	-946.087
#SDC2-Y1
9	1	0.833	-959.988
9	2	0.833	-960.639
9	3	0.833	-959.882
9	4	0.833	-960.544
9	5	0.833	-958.589
9	6	0.833	-960.169
9	7	0.833	-959.182
9	8	0.833	-957.355
9	9	0.833	-955.56
9	10	0.833	-958.269
9	11	0.833	-957.521
9	12	0.833	-957.436
9	13	0.833	-956.579
9	14	0.833	-956.587
9	15	0.833	-954.365
9	16	0.833	-953.498
9	17	0.833	-956.972
9	18	0.833	-956.776
9	19	0.833	-956.335
9	20	0.833	-959.021
9	21	0.833	-954.107
9	22	0.833	-955.761
9	23	0.833	-955.492
9	24	0.833	-954.89
9	25	0.833	-956.893
9	26	0.833	-960.747
9	27	0.833	-958.775
9	28	0.833	-958.249
9	29	0.833	-957.268
9	30	0.833	-960.223
9	31	0.833	-957.995
9	32	0.833	-957.849
9	33	0.833	-959.343
9	34	0.833	-958.837
9	35	0.833	-959.722
9	36	0.833	-958.624
9	37	0.833	-955.401
9	38	0.833	-957.636
9	39	0.833	-956.58
9	40	0.833	-952.743
#SDC2-Y2
10	1	0.833	-947.943
10	2	0.833	-955.263
10	3	0.833	-953.968
10	4	0.833	-952.28
10	5	0.833	-956.658
10	6	0.833	-956.48
10	7	0.833	-955.883
10	8	0.833	-956.925
10	9	0.833	-952.938
10	10	0.833	-952.999
10	11	0.833	-952.801
10	12	0.833	-952.521
10	13	0.833	-953.189
10	14	0.833	-952.167
10	15	0.833	-950.723
10	16	0.833	-951.09
10	17	0.833	-950.625
10	18	0.833	-949.998
10	19	0.833	-949.218
10	20	0.833	-948.906
10	21	0.833	-951.603
10	22	0.833	-951.744
10	23	0.833	-950.41
10	24	0.833	-950.381
10	25	0.833	-952.803
10	26	0.833	-954.06
10	27	0.833	-953.556
10	28	0.833	-952.425
10	29	0.833	-955.334
10	30	0.833	-953.668
10	31	0.833	-952.223
10	32	0.833	-952.959
10	33	0.833	-947.962
10	34	0.833	-954.425
10	35	0.833	-953.636
10	36	0.833	-950.85
10	37	0.833	-953.446
10	38	0.833	-953.547
10	39	0.833	-950.492
10	40	0.833	-944.76
