#########################################################
# SCH                                                   #
#########################################################
6	0	0	0	2	3	0.00249793	-0.498182	21.1203
6	0	1	0	2	3	0.00675661	-1.00573	35.8666
6	0	2	0	2	3	0.00611395	-0.918106	31.6375
6	0	3	0	2	3	0.00597284	-0.879722	29.3285
6	0	4	0	2	3	0.00594438	-0.890218	31.5548
6	0	5	0	2	3	0.00596001	-0.911793	33.0436
6	0	6	0	2	3	0.00482712	-0.733988	26.2821
6	0	7	0	2	3	0.00533562	-0.805534	28.9673
6	0	8	0	2	3	0.0059127	-0.873646	30.5921
6	0	9	0	2	3	0.00528815	-0.801359	28.2968
6	0	10	0	2	3	0.00515372	-0.764268	26.5474
6	0	11	0	2	3	0.00602998	-0.883362	30.183
6	0	12	0	2	3	0.00633903	-0.922824	31.6757
6	0	13	0	2	3	0.00625142	-0.914125	31.2682
6	0	14	0	2	3	0.00621921	-0.916138	31.7629
6	0	15	0	2	3	1.47105e-14	-0.137476	9.10279
6	0	16	0	2	3	0.00431282	-0.706426	27.2415
6	0	17	0	2	3	0.0060193	-0.900756	31.799
6	0	18	0	2	3	0.00721343	-1.03617	35.5758
6	0	19	0	2	3	0.00593926	-0.877867	30.4564
6	0	20	0	2	3	0.00645637	-0.926619	31.4572
6	0	21	0	2	3	0.00573429	-0.83523	28.1129
6	0	22	0	2	3	0.00653696	-0.924438	30.9209
6	0	23	0	2	3	0.00627044	-0.865603	28.181
6	0	24	0	2	3	0.00601571	-0.856755	28.2163
6	0	25	0	2	3	0.00565989	-0.815416	27.5989
6	0	26	0	2	3	0.00575215	-0.830712	27.9163
6	0	27	0	2	3	0.00558384	-0.807762	26.9885
6	0	28	0	2	3	0.00492254	-0.74473	26.5413
6	0	29	0	2	3	0.00570743	-0.843324	29.4945
6	0	30	0	2	3	0.00588879	-0.836051	27.7949
6	0	31	0	2	3	0.00397133	-0.644593	22.8142
6	0	32	0	2	3	0.00192856	-0.408454	18.0017
6	0	33	0	2	3	0.00629263	-0.931098	32.4831
6	0	34	0	2	3	0.00691154	-0.99135	33.8508
6	0	35	0	2	3	0.00722369	-1.02938	35.5447
6	0	36	0	2	3	0.0069989	-0.994861	33.4365
6	0	37	0	2	3	0.00657449	-0.939312	31.9801
6	0	38	0	2	3	0.00628718	-0.900184	30.5171
6	0	39	0	2	3	0.00614654	-0.875382	30.1037
6	0	40	0	2	3	0.00547901	-0.813542	29.0667
6	0	41	0	2	3	0.00638971	-0.932825	33.0728
6	0	42	0	2	3	0.00653975	-0.933656	31.9366
6	0	43	0	2	3	0.00692921	-1.00045	34.9827
6	0	44	0	2	3	0.00673537	-0.967325	33.3414
6	0	45	0	2	3	0.00651668	-0.967569	34.8304
6	0	46	0	2	3	0.00692973	-1.0048	34.7406
6	0	47	0	2	3	0.00106706	-0.294329	14.045
6	0	48	0	2	3	0.00302519	-0.551713	21.971
6	0	49	0	2	3	0.00726347	-1.02879	34.854
6	0	50	0	2	3	0.00659928	-0.961664	33.2308
6	0	51	0	2	3	0.00662898	-0.946565	32.0509
6	0	52	0	2	3	0.00623869	-0.909334	31.6653
6	0	53	0	2	3	0.00828378	-1.10533	36.0639
6	0	54	0	2	3	0.00803705	-1.04275	32.5093
6	0	55	0	2	3	0.00841438	-1.11248	35.6958
6	0	56	0	2	3	0.00806705	-1.08199	36.1256
6	0	57	0	2	3	0.00658122	-0.928016	31.7385
6	0	58	0	2	3	0.00675285	-0.915991	30.0094
6	0	59	0	2	3	0.00895458	-1.19401	39.1545
6	0	60	0	2	3	0.0071766	-0.966079	31.9878
6	0	61	0	2	3	0.0067878	-0.941574	31.8793
6	0	62	0	2	3	0.00761438	-1.00961	32.9756
6	0	63	0	2	3	0.00130768	-0.272484	10.9873
